BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201305,30,1725,201305,30,1725,74341,449857,WISCONSIN,55,2013,May,Thunderstorm Wind,C,123,VERNON,ARX,30-MAY-13 17:25:00,CST-6,30-MAY-13 17:25:00,0,0,0,0,0.00K,0.00K,Amateur Radio,56.00,EG,,,,,,,,,,1,SE,BUD,1,SE,BUD,43.56,-90.97,43.56,-90.97,"For the second straight day, thunderstorms developed during the afternoon across western Wisconsin. Some of these storms produced damaging winds from central Grant County northeast into Adams County. A wind gust of 70 mph occurred near Lancaster (Grant County).",An estimated wind gust of 65 mph occurred west of Viroqua.,CSV
201305,30,1655,201305,30,1655,74341,449859,WISCONSIN,55,2013,May,Thunderstorm Wind,C,23,CRAWFORD,ARX,30-MAY-13 16:55:00,CST-6,30-MAY-13 16:55:00,0,0,0,0,0.00K,0.00K,Amateur Radio,52.00,EG,,,,,,,,,,6,S,EASTMAN,6,S,EASTMAN,43.09,-91.02,43.09,-91.02,"For the second straight day, thunderstorms developed during the afternoon across western Wisconsin. Some of these storms produced damaging winds from central Grant County northeast into Adams County. A wind gust of 70 mph occurred near Lancaster (Grant County).",An estimated wind gust of 60 mph occurred south of Eastman.,CSV
201304,22,2300,201304,23,500,74056,447897,WISCONSIN,55,2013,April,Heavy Snow,Z,4,IRON,DLH,22-APR-13 23:00:00,CST-6,23-APR-13 05:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm brought a quick dose of heavy snow to much of northwest Wisconsin.  Snowfall reports included 11 inches near Sarona (Washburn County), 11 inches 19 miles southwest of Mellen (Sawyer County), 11 inches near Cornucopia and Clam Lake (Bayfield County), 10 inches near Poplar (Douglas County), 8.3 inches in Ashland (Ashland County), 6.9 inches near Hurley (Iron County), 5.6 inches near Spooner (Burnett County), and 7.5 inches near Butternut (Price County).",,CSV
201304,22,1800,201304,23,500,74056,447898,WISCONSIN,55,2013,April,Heavy Snow,Z,6,BURNETT,DLH,22-APR-13 18:00:00,CST-6,23-APR-13 05:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm brought a quick dose of heavy snow to much of northwest Wisconsin.  Snowfall reports included 11 inches near Sarona (Washburn County), 11 inches 19 miles southwest of Mellen (Sawyer County), 11 inches near Cornucopia and Clam Lake (Bayfield County), 10 inches near Poplar (Douglas County), 8.3 inches in Ashland (Ashland County), 6.9 inches near Hurley (Iron County), 5.6 inches near Spooner (Burnett County), and 7.5 inches near Butternut (Price County).",,CSV
201304,22,1800,201304,23,500,74056,447899,WISCONSIN,55,2013,April,Heavy Snow,Z,7,WASHBURN,DLH,22-APR-13 18:00:00,CST-6,23-APR-13 05:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm brought a quick dose of heavy snow to much of northwest Wisconsin.  Snowfall reports included 11 inches near Sarona (Washburn County), 11 inches 19 miles southwest of Mellen (Sawyer County), 11 inches near Cornucopia and Clam Lake (Bayfield County), 10 inches near Poplar (Douglas County), 8.3 inches in Ashland (Ashland County), 6.9 inches near Hurley (Iron County), 5.6 inches near Spooner (Burnett County), and 7.5 inches near Butternut (Price County).",,CSV
201306,21,655,201306,21,655,76991,464523,WISCONSIN,55,2013,June,Thunderstorm Wind,C,49,IOWA,MKX,21-JUN-13 06:55:00,CST-6,21-JUN-13 06:55:00,0,0,0,0,12.00K,,Emergency Manager,56.00,EG,,,,,,,,,,0,N,AVOCA,0,N,AVOCA,43.18,-90.52,43.18,-90.52,"A line of thunderstorms crossed southern Wisconsin during the morning hours of June 21st. A segment of the line briefly bowed out over portions of Sauk, Iowa and Lafayette counties, causing wind damage to trees and power lines in northwest Iowa County near Avoca. Vigorous synoptic forcing, especially strong, sloped frontogenesis from the surface up to 700 mb, accompanied a short wave trough through the region that drove a complex of strong to severe thunderstorms across Minnesota into southern Wisconsin.",The Iowa County Emergency Manager reported numerous trees and power lines blown down by thunderstorm wind gusts estimated at 64 mph (56 knots).,CSV
201306,12,1723,201306,12,1723,76647,464939,WISCONSIN,55,2013,June,Thunderstorm Wind,C,55,JEFFERSON,MKX,12-JUN-13 17:23:00,CST-6,12-JUN-13 17:23:00,0,0,0,0,10.00K,,Emergency Manager,56.00,EG,,,,,,,,,,0,N,WATERLOO,0,N,WATERLOO,43.18,-88.98,43.18,-88.98,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",The Jefferson County Emergency Manager reported many trees and power lines were blown down in Waterloo from damaging thunderstorm wind gusts that were estimated up to 65 mph ( knots).,CSV
201309,19,1430,201309,19,1430,78627,472803,WISCONSIN,55,2013,September,Hail,C,23,CRAWFORD,ARX,19-SEP-13 14:30:00,CST-6,19-SEP-13 14:30:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,1,W,WAUZEKA,1,W,WAUZEKA,43.08,-90.9,43.08,-90.9,Thunderstorms developed along a cold front during the afternoon of September 19th across northeast Iowa. These storms intensified as they moved into southwest Wisconsin where they dumped dime sized hail on Wauzeka (Crawford County) and blew trees and power lines down in Boscobel (Grant County).,,CSV
201309,19,1447,201309,19,1447,78627,472805,WISCONSIN,55,2013,September,Thunderstorm Wind,C,43,GRANT,ARX,19-SEP-13 14:47:00,CST-6,19-SEP-13 14:47:00,0,0,0,0,3.00K,0.00K,Law Enforcement,50.00,EG,,,,,,,,,,1,N,BOSCOBEL,1,N,BOSCOBEL,43.14,-90.7,43.14,-90.7,Thunderstorms developed along a cold front during the afternoon of September 19th across northeast Iowa. These storms intensified as they moved into southwest Wisconsin where they dumped dime sized hail on Wauzeka (Crawford County) and blew trees and power lines down in Boscobel (Grant County).,Trees and power lines were blown down in Boscobel.,CSV
201309,19,1520,201309,19,1520,78627,472806,WISCONSIN,55,2013,September,Thunderstorm Wind,C,103,RICHLAND,ARX,19-SEP-13 15:20:00,CST-6,19-SEP-13 15:20:00,0,0,0,0,0.50K,0.00K,Law Enforcement,50.00,EG,,,,,,,,,,1,S,GOTHAM,1,S,GOTHAM,43.21,-90.3,43.21,-90.3,Thunderstorms developed along a cold front during the afternoon of September 19th across northeast Iowa. These storms intensified as they moved into southwest Wisconsin where they dumped dime sized hail on Wauzeka (Crawford County) and blew trees and power lines down in Boscobel (Grant County).,Large tree branches were blown down onto power lines in Gotham.,CSV
201306,12,1740,201306,12,1740,76647,464940,WISCONSIN,55,2013,June,Thunderstorm Wind,C,55,JEFFERSON,MKX,12-JUN-13 17:40:00,CST-6,12-JUN-13 17:40:00,0,0,0,0,10.00K,,Emergency Manager,56.00,EG,,,,,,,,,,0,N,FT ATKINSON,0,N,FT ATKINSON,42.93,-88.85,42.93,-88.85,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",The Jefferson County Emergency Manager reported a couple of large trees and power lines were blown down in Ft. Atkinson from damaging thunderstorm wind gusts that were estimated up to 65 mph (56 knots).,CSV
201305,30,1245,201305,31,2100,74341,451736,WISCONSIN,55,2013,May,Flood,C,53,JACKSON,ARX,30-MAY-13 12:45:00,CST-6,31-MAY-13 21:00:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,2,E,VAUDREUIL,2,N,PLEASANT VIEW,44.3063,-90.8339,44.3043,-90.8307,"For the second straight day, thunderstorms developed during the afternoon across western Wisconsin. Some of these storms produced damaging winds from central Grant County northeast into Adams County. A wind gust of 70 mph occurred near Lancaster (Grant County).",Runoff from heavy rains pushed the Black River out of its banks in Black River Falls. The river crested over two feet above the flood stage at 49.31 feet.,CSV
201305,1,0,201305,16,1500,74706,451760,WISCONSIN,55,2013,May,Flood,C,53,JACKSON,ARX,01-MAY-13 00:00:00,CST-6,16-MAY-13 15:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,,,,,,4,SSW,MELROSE,4,SSW,MELROSE,44.078,-91.0324,44.0773,-91.0314,"Township roads across Jackson County that were covered with flood waters starting in April, opened up by the middle of May as the waters receded.",Stetzer Road in the Town of Melrose was closed starting in April until May 16th due to flooding and high water on the Black River and Germann Valley Creek.,CSV
201309,19,1812,201309,19,1900,78627,472809,WISCONSIN,55,2013,September,Flood,C,63,LA CROSSE,ARX,19-SEP-13 18:12:00,CST-6,19-SEP-13 19:00:00,0,0,0,0,0.00K,0.00K,NWS Employee,,,Heavy Rain,,,,,,,,,1,NE,LA CROSSE,1,NE,LA CROSSE,43.8089,-91.2347,43.8133,-91.2294,Thunderstorms developed along a cold front during the afternoon of September 19th across northeast Iowa. These storms intensified as they moved into southwest Wisconsin where they dumped dime sized hail on Wauzeka (Crawford County) and blew trees and power lines down in Boscobel (Grant County).,Locally heavy rain produced street flooding at several intersections across the city of La Crosse.,CSV
201306,12,1733,201306,12,1733,76647,464943,WISCONSIN,55,2013,June,Thunderstorm Wind,C,55,JEFFERSON,MKX,12-JUN-13 17:33:00,CST-6,12-JUN-13 17:33:00,0,0,0,0,10.00K,,Emergency Manager,52.00,EG,,,,,,,,,,0,N,WATERTOWN,0,N,WATERTOWN,43.2,-88.72,43.2,-88.72,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",The Jefferson County Emergency Manager reported trees and power lines were blown down in Watertown from damaging thunderstorm wind gusts that were estimated up to 60 mph (52 knots).,CSV
201306,12,1800,201306,12,1800,76647,464947,WISCONSIN,55,2013,June,Thunderstorm Wind,C,133,WAUKESHA,MKX,12-JUN-13 18:00:00,CST-6,12-JUN-13 18:00:00,0,0,0,0,10.00K,,Law Enforcement,56.00,EG,,,,,,,,,,0,N,PEWAUKEE,0,N,EAGLE,43.08,-88.27,42.88,-88.47,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",Law enforcement officials reported trees and power lines were blown down along a scattered path from Pewaukee to Eagle from damaging thunderstorm wind gusts that were estimated up to 65 mph (56 knots). Tree debris took down a power line in Eagle.,CSV
201305,1,0,201305,9,1500,74706,451761,WISCONSIN,55,2013,May,Flood,C,53,JACKSON,ARX,01-MAY-13 00:00:00,CST-6,09-MAY-13 15:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,,,,,,2,W,FALL HALL GLEN,2,W,FALL HALL GLEN,44.2154,-90.8741,44.2156,-90.8727,"Township roads across Jackson County that were covered with flood waters starting in April, opened up by the middle of May as the waters receded.",Hawk Island Road in the Town of Manchester was closed starting in April until May 9th due to flooding and high water on the Black River.,CSV
201306,12,1815,201306,12,1815,76647,464949,WISCONSIN,55,2013,June,Thunderstorm Wind,C,133,WAUKESHA,MKX,12-JUN-13 18:15:00,CST-6,12-JUN-13 18:15:00,0,0,0,0,25.00K,,Law Enforcement,56.00,EG,,,,,,,,,,0,N,BROOKFIELD,0,N,BROOKFIELD,43.07,-88.15,43.07,-88.15,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",The Waukesha County Emergency Manager reported trees and power lines were blown down in Brookfield from damaging thunderstorm wind gusts that were estimated up to 65 mph (56 knots). One tree fell onto a church roof causing damage to the roof.,CSV
201306,12,1715,201306,12,1715,76647,464958,WISCONSIN,55,2013,June,Hail,C,127,WALWORTH,MKX,12-JUN-13 17:15:00,CST-6,12-JUN-13 17:15:00,0,0,0,0,,,Amateur Radio,1.00,,,,,,,,,,,1,ENE,WILLIAMS BAY,1,ENE,WILLIAMS BAY,42.5855,-88.5118,42.5855,-88.5118,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",An ham radio operator reported hail up to 1 inch 1 mile east-northeast of Williams Bay.,CSV
201306,12,1631,201306,12,1631,76647,464955,WISCONSIN,55,2013,June,Hail,C,21,COLUMBIA,MKX,12-JUN-13 16:31:00,CST-6,12-JUN-13 16:31:00,0,0,0,0,,,Trained Spotter,0.75,,,,,,,,,,,1,W,RIO,1,W,RIO,43.45,-89.2499,43.45,-89.2499,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",A trained spotter reported hail up to 3/4 of an inch 1 mile west of Rio.,CSV
201304,22,1900,201304,23,500,74056,447900,WISCONSIN,55,2013,April,Heavy Snow,Z,8,SAWYER,DLH,22-APR-13 19:00:00,CST-6,23-APR-13 05:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm brought a quick dose of heavy snow to much of northwest Wisconsin.  Snowfall reports included 11 inches near Sarona (Washburn County), 11 inches 19 miles southwest of Mellen (Sawyer County), 11 inches near Cornucopia and Clam Lake (Bayfield County), 10 inches near Poplar (Douglas County), 8.3 inches in Ashland (Ashland County), 6.9 inches near Hurley (Iron County), 5.6 inches near Spooner (Burnett County), and 7.5 inches near Butternut (Price County).",,CSV
201304,22,2000,201304,23,500,74056,447901,WISCONSIN,55,2013,April,Heavy Snow,Z,9,PRICE,DLH,22-APR-13 20:00:00,CST-6,23-APR-13 05:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm brought a quick dose of heavy snow to much of northwest Wisconsin.  Snowfall reports included 11 inches near Sarona (Washburn County), 11 inches 19 miles southwest of Mellen (Sawyer County), 11 inches near Cornucopia and Clam Lake (Bayfield County), 10 inches near Poplar (Douglas County), 8.3 inches in Ashland (Ashland County), 6.9 inches near Hurley (Iron County), 5.6 inches near Spooner (Burnett County), and 7.5 inches near Butternut (Price County).",,CSV
201304,30,1600,201304,30,2359,78652,472930,WISCONSIN,55,2013,April,Flood,C,51,IRON,DLH,30-APR-13 16:00:00,CST-6,30-APR-13 23:59:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,,,,,,5,E,BIRCH,6,E,BALLOU,46.5523,-90.471,46.3168,-90.4559,"A rapidly melting deep snow pack with a water equivalent of up to 6 inches, combined with heavy rain caused widespread flooding across the northern tier of far northwest Wisconsin.  Numerous roads were inundated and closed.  The flooding continued into early May.",Numerous roads were flooded.,CSV
201306,12,1720,201306,12,1720,76647,464960,WISCONSIN,55,2013,June,Hail,C,127,WALWORTH,MKX,12-JUN-13 17:20:00,CST-6,12-JUN-13 17:20:00,0,0,0,0,,,Law Enforcement,0.88,,,,,,,,,,,0,N,WILLIAMS BAY,0,N,WILLIAMS BAY,42.58,-88.53,42.58,-88.53,"Discrete supercell thunderstorms congealed into a line of severe thunderstorms over southwest Wisconsin that produced damaging wind gusts and large hail. The line of storms tracked through southern Wisconsin along and just north of a nearly-stationary warm front near the Wisconsin/Illinois border. Strong forcing for ascent was provided by the differential cyclonic vorticity advection associated with a compact mid/upper level trough. Bulk shear in the 0-6 km layer was on the order of 50-60 knots. In addition to the damaging winds and large hail, precipitable water values approached 2 inches, giving the storms sufficient moisture to produce heavy rainfall on the order of 1 to 2 inches in under one hour that caused localized street flooding.",A law enforcement official reported hail up to 0.88 of an inch on the campus of George Williams College.,CSV
201306,22,700,201306,22,1000,77030,464967,WISCONSIN,55,2013,June,Flash Flood,C,49,IOWA,MKX,22-JUN-13 07:00:00,CST-6,22-JUN-13 10:00:00,0,0,0,0,10.00K,20.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,NW,BLANCHARDVILLE,1,SW,BLANCHARDVILLE,42.8302,-89.884,42.8098,-89.884,"A band of thunderstorms with heavy rain moved northwest to southeast from northwest Iowa County to southwest Green County during the early morning hours of June 22nd. This initial band weakened, but was followed by a second line that moved through  Grant County, but dropped more rain on portions of northwest Iowa, County and then through portions of  Lafayette and Green counties through mid-morning. The heavy rains closed many roads due to flooding, washing out a few, as well as causing mudslides. A severe wind gust was reported in Lafayette County near the end of the event due to a combination of the gradient winds of a wake low that developed behind the line interacting with the comma head vorticity maximum that developed at the north end of the line.",Law enforcement officials reported many flooded roads due to the heavy rainfall.,CSV
201306,22,500,201306,22,1000,77030,464969,WISCONSIN,55,2013,June,Flash Flood,C,49,IOWA,MKX,22-JUN-13 05:00:00,CST-6,22-JUN-13 10:00:00,0,0,0,0,60.00K,20.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,NW,MINERAL PT,3,SW,MINERAL PT,42.8807,-90.2219,42.8193,-90.2219,"A band of thunderstorms with heavy rain moved northwest to southeast from northwest Iowa County to southwest Green County during the early morning hours of June 22nd. This initial band weakened, but was followed by a second line that moved through  Grant County, but dropped more rain on portions of northwest Iowa, County and then through portions of  Lafayette and Green counties through mid-morning. The heavy rains closed many roads due to flooding, washing out a few, as well as causing mudslides. A severe wind gust was reported in Lafayette County near the end of the event due to a combination of the gradient winds of a wake low that developed behind the line interacting with the comma head vorticity maximum that developed at the north end of the line.",Law enforcement officials reported many flooded roads due to the heavy rainfall of 5 to 8 inches. A sinkhole was reported near Mineral Point.,CSV
201304,11,0,201304,11,234,74318,449434,WISCONSIN,55,2013,April,Strong Wind,Z,57,COLUMBIA,MKX,11-APR-13 00:00:00,CST-6,11-APR-13 02:34:00,0,0,0,0,5.00K,,Trained Spotter,39.00,EG,,,,,,,,,,,,,,,,,,,,"A wake low developed behind an area of rain showers that moved through the region in the early morning hours of April 11th. There were reports of downed tree branches and scattered power outages due to downed power lines, as well as entire trees being downed by the powerful wind gusts that reached as high as 52 mph (45 knots) at Watertown Airport.",,CSV
201304,11,0,201304,11,234,74318,449435,WISCONSIN,55,2013,April,Strong Wind,Z,58,DODGE,MKX,11-APR-13 00:00:00,CST-6,11-APR-13 02:34:00,0,0,0,0,10.00K,,RAWS,44.00,MG,,,,,,,,,,,,,,,,,,,,"A wake low developed behind an area of rain showers that moved through the region in the early morning hours of April 11th. There were reports of downed tree branches and scattered power outages due to downed power lines, as well as entire trees being downed by the powerful wind gusts that reached as high as 52 mph (45 knots) at Watertown Airport.",,CSV
201301,27,1500,201301,27,1900,70466,423285,WISCONSIN,55,2013,January,Winter Storm,Z,23,ST. CROIX,MPX,27-JAN-13 15:00:00,CST-6,27-JAN-13 19:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A large, but quickly moving area of precipitation in the form of freezing rain, sleet and snow, quickly moved from southeastern Minnesota, northeast across west central Wisconsin by noon. Initially, a mixture of sleet and freezing rain occurred, but some of the precipitation turned over to light snow and sleet as it moved northward into |west central Wisconsin.  There was a period in the afternoon where snowfall rates were one inch per hour, but most of the heavier snowfall ended by early Sunday evening. Some lingering light snow and freezing drizzle occurred in portions of west central Wisconsin through midnight.","Several observers reported two to four inches of snow by the time the storm tapered off Sunday evening, but a mixture of sleet and freezing rain did occur during the onset Sunday afternoon.",CSV
201312,19,2100,201312,20,1500,81618,489835,WISCONSIN,55,2013,December,Winter Weather,Z,51,FOND DU LAC,MKX,19-DEC-13 21:00:00,CST-6,20-DEC-13 15:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A surge of relatively mild and moist air aloft brought mainly freezing rain, with some light snow and sleet to southern Wisconsin. A glaze of ice from 0.05-0.15 inches accumulated on roadways and sidewalks. Numerous slide-offs and accidents occurred. Some schools were cancelled over southeast Wisconsin.",Ice accumulation of 0.05-0.15 inches from freezing rain.,CSV
201312,19,1800,201312,20,1800,81618,489836,WISCONSIN,55,2013,December,Winter Weather,Z,68,GREEN,MKX,19-DEC-13 18:00:00,CST-6,20-DEC-13 18:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A surge of relatively mild and moist air aloft brought mainly freezing rain, with some light snow and sleet to southern Wisconsin. A glaze of ice from 0.05-0.15 inches accumulated on roadways and sidewalks. Numerous slide-offs and accidents occurred. Some schools were cancelled over southeast Wisconsin.",Ice accumulation of 0.05-0.15 inches from freezing rain.,CSV
201301,27,1500,201301,27,1900,70466,423267,WISCONSIN,55,2013,January,Winter Storm,Z,15,BARRON,MPX,27-JAN-13 15:00:00,CST-6,27-JAN-13 19:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A large, but quickly moving area of precipitation in the form of freezing rain, sleet and snow, quickly moved from southeastern Minnesota, northeast across west central Wisconsin by noon. Initially, a mixture of sleet and freezing rain occurred, but some of the precipitation turned over to light snow and sleet as it moved northward into |west central Wisconsin.  There was a period in the afternoon where snowfall rates were one inch per hour, but most of the heavier snowfall ended by early Sunday evening. Some lingering light snow and freezing drizzle occurred in portions of west central Wisconsin through midnight.","Several observers reported three to six inches of snow by the time the storm tapered off Sunday evening, but a mixture of sleet and freezing rain did occur during the onset Sunday afternoon.",CSV
201301,27,1500,201301,27,1900,70466,423273,WISCONSIN,55,2013,January,Winter Storm,Z,16,RUSK,MPX,27-JAN-13 15:00:00,CST-6,27-JAN-13 19:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A large, but quickly moving area of precipitation in the form of freezing rain, sleet and snow, quickly moved from southeastern Minnesota, northeast across west central Wisconsin by noon. Initially, a mixture of sleet and freezing rain occurred, but some of the precipitation turned over to light snow and sleet as it moved northward into |west central Wisconsin.  There was a period in the afternoon where snowfall rates were one inch per hour, but most of the heavier snowfall ended by early Sunday evening. Some lingering light snow and freezing drizzle occurred in portions of west central Wisconsin through midnight.","Several observers reported three to five inches of snow by the time the storm tapered off Sunday evening, but a mixture of sleet and freezing rain did occur during the onset Sunday afternoon.",CSV
201307,16,1100,201307,19,1800,78209,470916,WISCONSIN,55,2013,July,Heat,Z,47,GREEN LAKE,MKX,16-JUL-13 11:00:00,CST-6,19-JUL-13 18:00:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A hot dome of high pressure that covered most of the eastern U.S. between July 16th and July 19th produced high temperatures each day in the upper 80s to lower 90s, with widespread heat indices of 95 to 99 over southern Wisconsin.",Heat index values climbed to between 95 and 99 each day.,CSV
201307,16,1100,201307,19,1800,78209,470917,WISCONSIN,55,2013,July,Heat,Z,51,FOND DU LAC,MKX,16-JUL-13 11:00:00,CST-6,19-JUL-13 18:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"A hot dome of high pressure that covered most of the eastern U.S. between July 16th and July 19th produced high temperatures each day in the upper 80s to lower 90s, with widespread heat indices of 95 to 99 over southern Wisconsin.",Heat index values climbed to between 95 and 99 each day.,CSV
201307,16,1100,201307,19,1800,78209,470918,WISCONSIN,55,2013,July,Heat,Z,52,SHEBOYGAN,MKX,16-JUL-13 11:00:00,CST-6,19-JUL-13 18:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"A hot dome of high pressure that covered most of the eastern U.S. between July 16th and July 19th produced high temperatures each day in the upper 80s to lower 90s, with widespread heat indices of 95 to 99 over southern Wisconsin.",Heat index values climbed to between 95 and 99 each day.,CSV
201307,16,1100,201307,19,1800,78209,470919,WISCONSIN,55,2013,July,Heat,Z,56,SAUK,MKX,16-JUL-13 11:00:00,CST-6,19-JUL-13 18:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,"A hot dome of high pressure that covered most of the eastern U.S. between July 16th and July 19th produced high temperatures each day in the upper 80s to lower 90s, with widespread heat indices of 95 to 99 over southern Wisconsin.",Heat index values climbed to between 95 and 99 each day.,CSV
201307,16,1100,201307,19,1800,78209,470925,WISCONSIN,55,2013,July,Heat,Z,63,DANE,MKX,16-JUL-13 11:00:00,CST-6,19-JUL-13 18:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"A hot dome of high pressure that covered most of the eastern U.S. between July 16th and July 19th produced high temperatures each day in the upper 80s to lower 90s, with widespread heat indices of 95 to 99 over southern Wisconsin.",Heat index values climbed to between 95 and 99 each day.,CSV
