state,county,tract_fips,social_vulnerability,resilience,heatwave_eals,heatwave_risk,flood_eals,flood_risk,tornado_eals,tornado_risk,winter_eals,winter_risk
Wisconsin,Outagamie,55087012602,4.590000152587891,96.949996948242188,75.507903328087934,65.196451505493982,63.911266646311390,57.469200399562382,82.740621436380948,69.899633734481284,79.837705803602887,70.604813775388862
Wisconsin,Outagamie,55087012603,1.059999942779541,96.949996948242188,75.521995443549343,62.142653284497925,30.545834605538204,28.933786804927937,80.950141663041819,65.022832136231742,79.122530943936866,66.864862293678357
Wisconsin,Outagamie,55087012604,6.539999008178711,96.949996948242188,72.894990252953477,63.359178043095653,0,0,81.892994439284749,70.340817200209287,77.533644925664092,69.058887884697711
Wisconsin,Outagamie,55087012700,31.809999465942383,96.949996948242188,79.608708927355138,76.243875755125330,80.653874157408936,78.802977691100224,87.773480208321089,83.639347381439379,83.006083096507496,80.564144032726063
Wisconsin,Outagamie,55087012800,18.430000305175781,96.949996948242188,82.923879089649347,77.154782856871051,86.877891819526980,83.835561052180935,87.137466053773167,80.030205013556582,85.540315193649150,81.337106978071631
Wisconsin,Outagamie,55087012902,0.469999999,96.949996948242188,68.789487281865789,54.059839223707371,63.856072527420906,54.688912143842458,73.126344623270356,58.093516624649190,73.605467740799028,59.863007182609515
Wisconsin,Outagamie,55087012903,17.760000228881836,96.949996948242188,66.628696244451220,60.425486372068683,44.169387227846016,41.794701041716216,67.184726255275635,61.551633924749083,70.937360546774073,65.723255482091048
Wisconsin,Outagamie,55087012904,1.700000047683716,96.949996948242188,64.728609343072549,51.794463206963805,54.023298964229518,47.117442800742040,66.520497055054605,54.540265423583691,69.261573149822681,56.922180469010129
Wisconsin,Outagamie,55087013100,24.010000228881836,96.949996948242188,77.341052681024962,72.861865575797935,56.009112901331704,53.808923559910568,80.290614970432983,74.925082052989580,81.387838504356807,77.737478000285392
Wisconsin,Outagamie,55087013200,35.020000457763672,96.949996948242188,69.117128966343330,66.194168291870810,75.723982431829398,74.222280359606145,71.673269771105439,68.823431479807823,73.846208046597923,71.792798363696903
Wisconsin,Outagamie,55087013300,7.980000019073486,96.949996948242188,85.331282147638404,76.996622746515726,58.637292434882681,53.523521857013748,92.796933965036857,82.743899538600587,87.349977687483843,80.987489892023021
Wisconsin,Outagamie,55087940000,69.190002441406250,96.949996948242188,72.564999882565701,74.323360129382110,25.233107076590649,25.222375493507109,70.416524611749225,73.436236502877804,76.592996218615681,78.714978832707033
